UCH_LEVEL_G,FSCL_WK_END_DT,KHC_FSCL_YR_WK_VAL,LAST_52WK_FSCL_WK_BGN_DT_FSCL_YR_WK_VAL,LAST_52WK_FSCL_WK_BGN_DT,BASECODE,TY_AVG_STORE_WEIGHT_IN_DIV,TY_SELLING_STR_CNT_IN_DIV,TY_STORE_COUNT_IN_DIV,TY_DIV_TDP,TY_DIV_SALES_DOLLARS,TY_DIV_SALES_UNITS,TY_DIV_AVG_UNIT_PRICE,TY_L52WK_DIV_SALES_DOLLARS_TOTAL,TY_L52WK_DIV_SALES_UNITS_TOTAL,TY_L52WK_DIV_AVG_UNIT_PRICE,LY_1_AVG_STORE_WEIGHT_IN_DIV,LY_1_SELLING_STR_CNT_IN_DIV,LY_1_STORE_COUNT_IN_DIV,LY_1_DIV_TDP,LY_1_DIV_SALES_DOLLARS,LY_1_DIV_SALES_UNITS,LY_1_DIV_AVG_UNIT_PRICE,LY_1_L52WK_DIV_SALES_DOLLARS_TOTAL,LY_1_L52WK_DIV_SALES_UNITS_TOTAL,LY_1_L52WK_DIV_AVG_UNIT_PRICE,TY_R13WK_AVG_DIV_TDP,LY_1_R13WK_AVG_DIV_TDP,TY_R52WK_AVG_DIV_TDP,LY_1_R52WK_AVG_DIV_TDP,TY_R13WK_MAX_DIV_UNIT_PRICE,LY_1_R13WK_MAX_DIV_UNIT_PRICE,TY_R52WK_MAX_DIV_UNIT_PRICE,LY_1_R52WK_MAX_DIV_UNIT_PRICE
CA4000431,2019-01-19,201903,201804,2018-01-21,000000681000011800,0.000733137829912019,318,1364,0.331692224870076,2555.560000000000002,582.000000000000000,4.390996563573883,167633.959999999999765,49053.000000000000000,3.417404847817667,0.000733137829912023,423,1364,0.444366975014493,3453.920000000000000,883.000000000000000,3.911574178935447,162316.789999999999973,47330.000000000000000,3.429469469680963,0.378450128925680769,0.395126687042719076,0.425540397755858307,0.448392897231772538,4.661892361111111,4.318029978586724,4.661892361111111,4.318029978586724
CA4000431,2019-01-26,201904,201805,2018-01-28,000000681000011800,0.000733137829912007,299,1364,0.312667825520841,2306.349999999999997,523.000000000000000,4.409847036328872,166486.389999999999762,48693.000000000000000,3.419103156511203,0.000733137829912034,290,1364,0.306313276117959,2120.439999999999998,496.000000000000000,4.275080645161290,161772.179999999999963,47014.000000000000000,3.440936316841792,0.377447076124610692,0.385047875016984538,0.423007721804057307,0.446162582538622634,4.661892361111111,4.318029978586724,4.661892361111111,4.318029978586724
CA4000431,2019-02-02,201905,201806,2018-02-04,000000681000011800,0.000733137829912008,313,1364,0.318410526346076,2348.990000000000000,528.000000000000000,4.448844696969697,166714.939999999999764,48725.000000000000000,3.421548281169831,0.000733137829912014,617,1364,0.618797257066322,5232.309999999999990,2065.000000000000000,2.533806295399516,163372.539999999999950,48005.000000000000000,3.403240079158421,0.377117722572185076,0.404533761125476538,0.423240361231521096,0.448426685476316846,4.661892361111111,4.318029978586724,4.661892361111111,4.318029978586724
CA4000431,2019-02-09,201906,201807,2018-02-11,000000681000011800,0.000733137829912016,315,1364,0.337321496985376,2523.049999999999997,579.000000000000000,4.357599309153713,164005.679999999999771,47239.000000000000000,3.471827938779398,0.000733137829912026,287,1364,0.290943128269895,2099.079999999999995,479.000000000000000,4.382212943632568,162380.789999999999946,47566.000000000000000,3.413799562712862,0.371441930922584461,0.398154573119797769,0.417827365845349057,0.445427507141763615,4.661892361111111,4.382212943632568,4.661892361111111,4.382212943632568
CA4000431,2019-02-16,201907,201808,2018-02-18,000000681000011800,0.000733137829912021,314,1364,0.322413475542356,2422.269999999999991,563.000000000000000,4.302433392539964,164328.869999999999767,47323.000000000000000,3.472494769984997,0.000733137829912030,467,1364,0.467777750053206,3474.690000000000002,1015.000000000000000,3.423339901477833,162591.549999999999954,47629.000000000000000,3.413709084801277,0.350123107256052846,0.403550150462114076,0.418432564831357923,0.445338422524930865,4.661892361111111,4.382212943632568,4.661892361111111,4.382212943632568
CA4000431,2019-02-23,201908,201809,2018-02-25,000000681000011800,0.000733137829912021,486,1364,0.503762856728117,3831.719999999999998,1109.000000000000000,3.455112714156898,164685.899999999999763,47417.000000000000000,3.473140434865133,0.000733137829912024,280,1364,0.297984934285927,2053.099999999999999,465.000000000000000,4.415268817204301,162359.039999999999957,47418.000000000000000,3.423995950904720,0.360545227762345461,0.389695743988981769,0.419124586113567750,0.444104147094835076,4.661892361111111,4.415268817204301,4.661892361111111,4.415268817204301
CA4000431,2019-03-02,201909,201810,2018-03-04,000000681000011800,0.000733137829912027,332,1364,0.328309885120766,2574.270000000000000,592.000000000000000,4.348429054054054,165207.069999999999764,47544.000000000000000,3.474824793875147,0.000733137829912017,466,1364,0.481111294959109,3530.429999999999994,1035.000000000000000,3.411043478260870,162290.939999999999951,47374.000000000000000,3.425738590788196,0.350459379921851538,0.403799824376150846,0.419707758245006961,0.443700600128578096,4.661892361111111,4.415268817204301,4.661892361111111,4.415268817204301
CA4000431,2019-03-09,201910,201811,2018-03-11,000000681000011800,0.000733137829912019,465,1364,0.482230969238209,3735.999999999999992,1074.000000000000000,3.478584729981378,165412.639999999999762,47583.000000000000000,3.476296996826598,0.000733137829912030,302,1364,0.315609167879122,2285.419999999999997,549.000000000000000,4.162877959927140,161832.709999999999948,47050.000000000000000,3.439590010626993,0.366055007054286384,0.392672976060868923,0.419729290442681961,0.442160683800221230,4.661892361111111,4.415268817204301,4.661892361111111,4.415268817204301
CA4000431,2019-03-16,201911,201812,2018-03-18,000000681000011800,0.000733137829912024,322,1364,0.324565889199173,2341.939999999999991,525.000000000000000,4.460838095238095,165469.159999999999756,47559.000000000000000,3.479239681238041,0.000733137829912013,474,1364,0.491398969280361,3572.739999999999999,1050.000000000000000,3.402609523809524,162714.349999999999943,47231.000000000000000,3.445075268361881,0.368274843584532307,0.404565178777222923,0.419901535083452173,0.443732532763527192,4.661892361111111,4.415268817204301,4.661892361111111,4.415268817204301
CA4000431,2019-03-23,201912,201813,2018-03-25,000000681000011800,0.000733137829912016,487,1364,0.502919493447174,4022.950000000000001,1168.000000000000000,3.444306506849315,165919.369999999999758,47677.000000000000000,3.480071522956562,0.000733137829912022,282,1364,0.299787743308281,2160.049999999999993,498.000000000000000,4.337449799196787,161650.649999999999941,46802.000000000000000,3.453926114268621,0.380480462947952000,0.404768324201421615,0.420123083625121653,0.441471900718306115,4.594003690036900,4.415268817204301,4.661892361111111,4.415268817204301
